PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,Sentence,marked_text
1805495,P01579,Interferon gamma,Interleukin 2,In this paper we have assessed the mitogen responses of leprosy patients and healthy donors in terms of proliferation and cytokine production (Interleukin 2 and Interferon gamma).,In this paper we have assessed the mitogen responses of leprosy patients and healthy donors in terms of proliferation and cytokine production ([E2] Interleukin 2 [/E2] and [E1] Interferon gamma [/E1]).
1806022,P01375,Tumor necrosis factor,TNF alpha,Tumor necrosis factor (TNF alpha) plays an important role in cytotoxicity and inhibition of tumor cells.,[E1] Tumor necrosis factor [/E1] ([E2] TNF alpha [/E2]) plays an important role in cytotoxicity and inhibition of tumor cells.
1810441,P04141,Granulocyte-macrophage colony-stimulating factor,major colony-stimulating factors,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is one of the four major colony-stimulating factors (CSFs) that regulate hematopoiesis.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) is one of the four [E2] major colony-stimulating factors [/E2] (CSFs) that regulate hematopoiesis.
1810441,P04141,Granulocyte-macrophage colony-stimulating factor,CSFs,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is one of the four major colony-stimulating factors (CSFs) that regulate hematopoiesis.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) is one of the four major colony-stimulating factors ([E2] CSFs [/E2]) that regulate hematopoiesis.
1822681,P01375,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) has been shown to mimic 2 effects of ultraviolet B (UVB) radiation in mice: morphologic damage to epidermal Langerhans cells (LC) and the inability to mount a normal contact hypersensitivity (CH) response.,[E1] Tumor necrosis factor [/E1] alpha ([E2] TNF alpha [/E2]) has been shown to mimic 2 effects of ultraviolet B (UVB) radiation in mice: morphologic damage to epidermal Langerhans cells (LC) and the inability to mount a normal contact hypersensitivity (CH) response.
1824252,P01375,Tumor necrosis factor,interleukin-1,"Tumor necrosis factor (TNF), interleukin-1 (IL-1), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease.","[E1] Tumor necrosis factor [/E1] (TNF), [E2] interleukin-1 [/E2] (IL-1), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease."
1824252,P01375,Tumor necrosis factor,IL-1,"Tumor necrosis factor (TNF), interleukin-1 (IL-1), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease.","[E1] Tumor necrosis factor [/E1] (TNF), interleukin-1 ([E2] IL-1 [/E2]), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease."
1824252,P01375,Tumor necrosis factor,gamma interferon,"Tumor necrosis factor (TNF), interleukin-1 (IL-1), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease.","[E1] Tumor necrosis factor [/E1] (TNF), interleukin-1 (IL-1), and [E2] gamma interferon [/E2] (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease."
1824252,P01375,Tumor necrosis factor,gamma IFN,"Tumor necrosis factor (TNF), interleukin-1 (IL-1), and gamma interferon (gamma IFN) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease.","[E1] Tumor necrosis factor [/E1] (TNF), interleukin-1 (IL-1), and gamma interferon ([E2] gamma IFN [/E2]) inhibit erythropoiesis in vivo and in vitro, and have been implicated in the pathogenesis of the anemia of chronic disease."
1825101,P05112,Interleukin-4,IgE,Interleukin-4 (IL-4) has been demonstrated to induce IgE synthesis by peripheral blood mononuclear cells (PBMNCs) of healthy donors.,[E1] Interleukin-4 [/E1] (IL-4) has been demonstrated to induce [E2] IgE [/E2] synthesis by peripheral blood mononuclear cells (PBMNCs) of healthy donors.
1825289,P01375,Tumor necrosis factor,interleukin-3,Tumor necrosis factor (TNF) acts as a potent enhancer of granulocyte-macrophage colony-stimulating factor (GM-CSF)- and interleukin-3 (IL-3)-induced human acute myeloid leukemia (AML) growth in vitro.,[E1] Tumor necrosis factor [/E1] (TNF) acts as a potent enhancer of granulocyte-macrophage colony-stimulating factor (GM-CSF)- and [E2] interleukin-3 [/E2] (IL-3)-induced human acute myeloid leukemia (AML) growth in vitro.
1827845,P01375,Tumor necrosis factor,multifunctional immunoregulatory protein,Tumor necrosis factor (TNF) is a multifunctional immunoregulatory protein that is secreted by activated macrophages and is believed to have antiviral activities.,[E1] Tumor necrosis factor [/E1] (TNF) is a [E2] multifunctional immunoregulatory protein [/E2] that is secreted by activated macrophages and is believed to have antiviral activities.
1828097,P60568,Interleukin-2,monoclonal rat IgG 2b antibody,"A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with Interleukin-2, a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model.","A newly developed [E2] monoclonal rat IgG 2b antibody [/E2] which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with [E1] Interleukin-2 [/E1], a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model."
1828097,P60568,Interleukin-2,CD3 epsilon subunit,"A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with Interleukin-2, a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model.","A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the [E2] CD3 epsilon subunit [/E2] of the T-cell receptor complex was tested alone and in combination with [E1] Interleukin-2 [/E1], a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model."
1828097,P60568,Interleukin-2,T-cell receptor complex,"A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with Interleukin-2, a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model.","A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the [E2] T-cell receptor complex [/E2] was tested alone and in combination with [E1] Interleukin-2 [/E1], a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model."
1828097,P60568,Interleukin-2,growth factor,"A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with Interleukin-2, a growth factor for activated T-cells, for ability to reduce established pulmonary metastases in a murine model.","A newly developed monoclonal rat IgG 2b antibody which in vitro can activate both helper and cytolytic T-lymphocytes by binding to the CD3 epsilon subunit of the T-cell receptor complex was tested alone and in combination with [E1] Interleukin-2 [/E1], a [E2] growth factor [/E2] for activated T-cells, for ability to reduce established pulmonary metastases in a murine model."
1829651,P60568,Interleukin-2,surface markers,"Interleukin-2 (IL-2)-activated murine killer cell lines with macrophage- and B-lymphoblastic-lytic activity were established, and their target specificity, surface markers, recognition-related structures, and requirements for optimal cell growth were characterized.","[E1] Interleukin-2 [/E1] (IL-2)-activated murine killer cell lines with macrophage- and B-lymphoblastic-lytic activity were established, and their target specificity, [E2] surface markers [/E2], recognition-related structures, and requirements for optimal cell growth were characterized."
1831438,P14210,Hepatocyte growth factor,protein growth factor,Hepatocyte growth factor is a protein growth factor with a strong mitogenic effect on hepatocytes.,[E1] Hepatocyte growth factor [/E1] is a [E2] protein growth factor [/E2] with a strong mitogenic effect on hepatocytes.
1832774,P04141,Granulocyte-macrophage colony-stimulating factor,cell-surface receptors,Granulocyte-macrophage colony-stimulating factor (GM-CSF) plays an important role in hematopoiesis and host defense via interaction with specific cell-surface receptors in target tissues.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) plays an important role in hematopoiesis and host defense via interaction with specific [E2] cell-surface receptors [/E2] in target tissues.
1832997,P04141,Granulocyte-macrophage colony-stimulating factor,high-affinity cell surface receptors,Granulocyte-macrophage colony-stimulating factor (GM-CSF) exerts its biologic activities through binding to specific high-affinity cell surface receptors.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) exerts its biologic activities through binding to specific [E2] high-affinity cell surface receptors [/E2].
1833229,P05231,Interleukin-6,cytokine,Interleukin-6 (IL-6) is a cytokine which regulates host response to injury.,[E1] Interleukin-6 [/E1] (IL-6) is a [E2] cytokine [/E2] which regulates host response to injury.
1835463,P01579,Interferon gamma,pleiotropic lymphokine,Interferon gamma (IFN-gamma) is a pleiotropic lymphokine produced by T-lymphocytes which acts as a soluble mediator in immunological reactions.,[E1] Interferon gamma [/E1] (IFN-gamma) is a [E2] pleiotropic lymphokine [/E2] produced by T-lymphocytes which acts as a soluble mediator in immunological reactions.
1836127,P14210,Hepatocyte growth factor,69kDa alpha-chain,"Hepatocyte growth factor (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of 69kDa alpha-chain having four kringle domains and 34kDa beta-chain, which has 38% homology with plasmin.","[E1] Hepatocyte growth factor [/E1] (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of [E2] 69kDa alpha-chain [/E2] having four kringle domains and 34kDa beta-chain, which has 38% homology with plasmin."
1836127,P14210,Hepatocyte growth factor,kringle domains,"Hepatocyte growth factor (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of 69kDa alpha-chain having four kringle domains and 34kDa beta-chain, which has 38% homology with plasmin.","[E1] Hepatocyte growth factor [/E1] (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of 69kDa alpha-chain having four [E2] kringle domains [/E2] and 34kDa beta-chain, which has 38% homology with plasmin."
1836127,P14210,Hepatocyte growth factor,34kDa beta-chain,"Hepatocyte growth factor (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of 69kDa alpha-chain having four kringle domains and 34kDa beta-chain, which has 38% homology with plasmin.","[E1] Hepatocyte growth factor [/E1] (HGF), a potent mitogen of mature hepatocytes in primary culture, is composed of 69kDa alpha-chain having four kringle domains and [E2] 34kDa beta-chain [/E2], which has 38% homology with plasmin."
1838014,P14210,Hepatocyte growth factor,hepatotrophic factor,"Hepatocyte growth factor (HGF), a potent mitogen for mature hepatocytes in primary culture, was first found in sera of partial hepatectomized rats and seems to be a hepatotrophic factor for liver regeneration which has not been purified over the past 30 years.","[E1] Hepatocyte growth factor [/E1] (HGF), a potent mitogen for mature hepatocytes in primary culture, was first found in sera of partial hepatectomized rats and seems to be a [E2] hepatotrophic factor [/E2] for liver regeneration which has not been purified over the past 30 years."
1840701,P10145,Interleukin-8,pro-inflammatory cytokines,Interleukin-8 (IL-8) is a member of a family of pro-inflammatory cytokines.,[E1] Interleukin-8 [/E1] (IL-8) is a member of a family of [E2] pro-inflammatory cytokines [/E2].
